camara_comercio,ciiu2,empresas_activas
SUR Y ORIENTE DEL TOLIMA,18,23
SUR Y ORIENTE DEL TOLIMA,19,1
SUR Y ORIENTE DEL TOLIMA,20,46
SUR Y ORIENTE DEL TOLIMA,21,4
SUR Y ORIENTE DEL TOLIMA,22,6
SUR Y ORIENTE DEL TOLIMA,23,58
SUR Y ORIENTE DEL TOLIMA,24,10
SUR Y ORIENTE DEL TOLIMA,25,150
SUR Y ORIENTE DEL TOLIMA,26,1
SUR Y ORIENTE DEL TOLIMA,27,2
SUR Y ORIENTE DEL TOLIMA,28,23
SUR Y ORIENTE DEL TOLIMA,29,1
SUR Y ORIENTE DEL TOLIMA,30,1
SUR Y ORIENTE DEL TOLIMA,31,43
SUR Y ORIENTE DEL TOLIMA,32,21
SUR Y ORIENTE DEL TOLIMA,33,181
SUR Y ORIENTE DEL TOLIMA,35,12
SUR Y ORIENTE DEL TOLIMA,36,51
SUR Y ORIENTE DEL TOLIMA,37,3
SUR Y ORIENTE DEL TOLIMA,38,77
SUR Y ORIENTE DEL TOLIMA,39,14
SUR Y ORIENTE DEL TOLIMA,41,203
SUR Y ORIENTE DEL TOLIMA,42,368
SUR Y ORIENTE DEL TOLIMA,43,198
SUR Y ORIENTE DEL TOLIMA,45,972
SUR Y ORIENTE DEL TOLIMA,46,888
SUR Y ORIENTE DEL TOLIMA,47,7282
SUR Y ORIENTE DEL TOLIMA,49,234
SUR Y ORIENTE DEL TOLIMA,50,10
SUR Y ORIENTE DEL TOLIMA,51,2
SUR Y ORIENTE DEL TOLIMA,52,105
SUR Y ORIENTE DEL TOLIMA,53,38
SUR Y ORIENTE DEL TOLIMA,55,806
SUR Y ORIENTE DEL TOLIMA,56,3386
SUR Y ORIENTE DEL TOLIMA,58,10
SUR Y ORIENTE DEL TOLIMA,59,14
SUR Y ORIENTE DEL TOLIMA,60,21
SUR Y ORIENTE DEL TOLIMA,61,219
SUR Y ORIENTE DEL TOLIMA,62,34
SUR Y ORIENTE DEL TOLIMA,63,9
SUR Y ORIENTE DEL TOLIMA,64,31
SUR Y ORIENTE DEL TOLIMA,65,31
SUR Y ORIENTE DEL TOLIMA,66,79
SUR Y ORIENTE DEL TOLIMA,68,187
SUR Y ORIENTE DEL TOLIMA,69,72
SUR Y ORIENTE DEL TOLIMA,70,83
SUR Y ORIENTE DEL TOLIMA,71,135
SUR Y ORIENTE DEL TOLIMA,72,6
SUR Y ORIENTE DEL TOLIMA,73,123
SUR Y ORIENTE DEL TOLIMA,74,51
SUR Y ORIENTE DEL TOLIMA,75,38
SUR Y ORIENTE DEL TOLIMA,77,91
SUR Y ORIENTE DEL TOLIMA,78,11
SUR Y ORIENTE DEL TOLIMA,79,156
SUR Y ORIENTE DEL TOLIMA,80,26
SUR Y ORIENTE DEL TOLIMA,81,63
SUR Y ORIENTE DEL TOLIMA,82,317
SUR Y ORIENTE DEL TOLIMA,84,4
SUR Y ORIENTE DEL TOLIMA,85,113
SUR Y ORIENTE DEL TOLIMA,86,157
SUR Y ORIENTE DEL TOLIMA,87,9
SUR Y ORIENTE DEL TOLIMA,88,5
SUR Y ORIENTE DEL TOLIMA,90,52
SUR Y ORIENTE DEL TOLIMA,91,3
SUR Y ORIENTE DEL TOLIMA,92,90
SUR Y ORIENTE DEL TOLIMA,93,269
SUR Y ORIENTE DEL TOLIMA,94,3584
SUR Y ORIENTE DEL TOLIMA,95,141
SUR Y ORIENTE DEL TOLIMA,96,599
SUR Y ORIENTE DEL TOLIMA,99,652
SUR Y ORIENTE DEL TOLIMA,G5,1
SUR Y ORIENTE DEL TOLIMA,na,50
TULUA,01,583
TULUA,02,14
TULUA,03,13
TULUA,07,2
TULUA,08,17
TULUA,10,508
TULUA,11,46
TULUA,12,1
TULUA,13,81
TULUA,14,233
TULUA,15,42
TULUA,16,63
TULUA,17,5
TULUA,18,50
TULUA,19,3
TULUA,20,65
TULUA,21,8
TULUA,22,16
TULUA,23,34
TULUA,24,6
TULUA,25,125
TULUA,26,5
TULUA,27,4
TULUA,28,30
TULUA,29,9
TULUA,30,2
TULUA,31,99
TULUA,32,67
TULUA,33,170
TULUA,35,8
TULUA,36,68
TULUA,37,1
TULUA,38,54
TULUA,39,26
TULUA,41,175
TULUA,42,198
TULUA,43,275
TULUA,45,696
TULUA,46,481
TULUA,47,5309
TULUA,49,191
TULUA,50,2
TULUA,51,34
TULUA,52,160
TULUA,53,52
TULUA,55,192
TULUA,56,1715
TULUA,58,19
TULUA,59,7
TULUA,60,21
TULUA,61,103
TULUA,62,98
TULUA,63,45
TULUA,64,60
TULUA,65,27
TULUA,66,176
TULUA,67,9
TULUA,68,277
TULUA,69,97
TULUA,70,170
TULUA,71,131
TULUA,72,9
TULUA,73,146
TULUA,74,58
TULUA,75,12
TULUA,77,104
TULUA,78,30
TULUA,79,105
TULUA,80,39
TULUA,81,71
TULUA,82,269
TULUA,84,36
TULUA,85,123
TULUA,86,262
TULUA,87,26
TULUA,88,39
TULUA,90,75
TULUA,91,1
TULUA,92,71
TULUA,93,275
TULUA,94,1245
TULUA,95,152
TULUA,96,501
TULUA,99,457
TULUA,A0,1
TULUA,D1,1
TULUA,F4,1
TULUA,G5,3
TULUA,H5,2
TULUA,J6,1
TULUA,M8,1
TULUA,O9,2
TULUA,na,22
TUMACO,01,408
TUMACO,02,40
TUMACO,03,118
TUMACO,07,73
TUMACO,08,26
TUMACO,09,1
TUMACO,10,317
TUMACO,11,67
TUMACO,12,3
TUMACO,13,22
TUMACO,14,64
TUMACO,15,7
TUMACO,16,134
TUMACO,17,2
TUMACO,18,7
TUMACO,19,1
TUMACO,20,23
TUMACO,22,2
TUMACO,23,6
TUMACO,24,5
TUMACO,25,63
TUMACO,27,1
TUMACO,28,1
TUMACO,29,1
TUMACO,30,49
TUMACO,31,25
TUMACO,32,27
TUMACO,33,124
TUMACO,35,80
TUMACO,36,45
TUMACO,37,4
TUMACO,38,26
TUMACO,39,17
TUMACO,41,70
TUMACO,42,126
TUMACO,43,79
TUMACO,45,242
TUMACO,46,414
TUMACO,47,4919
TUMACO,49,98
TUMACO,50,210
TUMACO,51,18
TUMACO,52,32
TUMACO,53,28
TUMACO,55,173
TUMACO,56,722
TUMACO,58,4
TUMACO,59,7
TUMACO,60,18
TUMACO,61,125
TUMACO,62,11
TUMACO,63,13
TUMACO,64,34
TUMACO,65,15
TUMACO,66,20
TUMACO,67,1
TUMACO,68,52
TUMACO,69,39
TUMACO,70,79
TUMACO,71,63
TUMACO,72,6
TUMACO,73,44
TUMACO,74,42
TUMACO,75,16
TUMACO,77,43
TUMACO,78,10
TUMACO,79,58
TUMACO,80,20
TUMACO,81,22
TUMACO,82,101
TUMACO,84,18
TUMACO,85,82
TUMACO,86,159
TUMACO,87,1
TUMACO,88,4
TUMACO,90,27
TUMACO,92,60
TUMACO,93,66
TUMACO,94,3211
TUMACO,95,71
TUMACO,96,253
TUMACO,99,405
TUMACO,B0,1
TUMACO,G5,2
TUMACO,I6,1
TUMACO,na,6
TUNJA,01,934
TUNJA,02,120
TUNJA,03,18
TUNJA,05,269
TUNJA,06,1
TUNJA,07,20
TUNJA,08,284
TUNJA,09,15
TUNJA,10,1693
TUNJA,11,69
TUNJA,13,144
TUNJA,14,335
TUNJA,15,30
TUNJA,16,234
TUNJA,17,7
TUNJA,18,82
TUNJA,19,44
TUNJA,20,112
TUNJA,21,11
TUNJA,22,23
TUNJA,23,190
TUNJA,24,40
TUNJA,25,316
TUNJA,26,11
TUNJA,27,9
TUNJA,28,28
TUNJA,29,24
TUNJA,31,176
TUNJA,32,174
TUNJA,33,252
TUNJA,35,56
TUNJA,36,711
TUNJA,37,4
TUNJA,38,140
TUNJA,39,66
TUNJA,41,754
TUNJA,42,1194
TUNJA,43,706
TUNJA,45,1981
TUNJA,46,1923
TUNJA,47,15838
TUNJA,49,1616
TUNJA,50,3
TUNJA,52,291
TUNJA,53,205
TUNJA,55,1348
TUNJA,56,6776
TUNJA,58,63
TUNJA,59,65
TUNJA,60,62
TUNJA,61,424
TUNJA,62,224
TUNJA,63,38
TUNJA,64,67
TUNJA,65,80
TUNJA,66,362
TUNJA,68,527
TUNJA,69,332
TUNJA,70,422
TUNJA,71,978
TUNJA,72,53
TUNJA,73,627
TUNJA,74,222
TUNJA,75,129
TUNJA,77,189
TUNJA,78,71
TUNJA,79,385
TUNJA,80,183
TUNJA,81,206
TUNJA,82,639
TUNJA,84,137
TUNJA,85,362
TUNJA,86,678
TUNJA,87,59
TUNJA,88,109
TUNJA,90,290
TUNJA,91,41
TUNJA,92,122
TUNJA,93,614
TUNJA,94,3096
TUNJA,95,348
TUNJA,96,1449
TUNJA,98,2
TUNJA,99,1095
TUNJA,na,17
URABA,01,1012
URABA,02,106
URABA,03,27
URABA,05,1
URABA,06,1
URABA,07,2
URABA,08,21
URABA,09,3
URABA,10,475
URABA,11,57
URABA,13,34
URABA,14,121
URABA,15,14
URABA,16,216
URABA,17,9
URABA,18,42
URABA,20,41
URABA,22,7
URABA,23,61
URABA,24,13
URABA,25,158
URABA,26,4
URABA,27,2
URABA,28,8
URABA,29,10
URABA,30,38
URABA,31,107
URABA,32,51
URABA,33,207
URABA,35,13
URABA,36,26
URABA,37,7
URABA,38,95
URABA,39,62
URABA,41,386
URABA,42,365
URABA,43,404
URABA,45,866
URABA,46,1206
URABA,47,8001
URABA,49,299
URABA,50,94
URABA,51,1
URABA,52,214
URABA,53,70
URABA,55,595
URABA,56,2413
URABA,58,21
URABA,59,14
URABA,60,27
URABA,61,151
URABA,62,72
URABA,63,12
URABA,64,29
URABA,65,16
URABA,66,96
URABA,68,346
URABA,69,167
URABA,70,195
URABA,71,150
URABA,72,11
URABA,73,154
URABA,74,88
URABA,75,17
URABA,77,134
URABA,78,66
URABA,79,162
URABA,80,41
URABA,81,77
URABA,82,241
URABA,84,29
URABA,85,170
URABA,86,234
URABA,87,3
URABA,88,12
URABA,90,41
URABA,92,114
URABA,93,196
URABA,94,3009
URABA,95,226
URABA,96,667
URABA,99,1200
URABA,na,10
VALLEDUPAR,01,1289
VALLEDUPAR,02,66
VALLEDUPAR,03,47
VALLEDUPAR,05,50
VALLEDUPAR,06,2
VALLEDUPAR,07,39
VALLEDUPAR,08,132
VALLEDUPAR,09,44
VALLEDUPAR,10,994
VALLEDUPAR,11,104
VALLEDUPAR,12,1
VALLEDUPAR,13,111
VALLEDUPAR,14,674
VALLEDUPAR,15,42
VALLEDUPAR,16,147
VALLEDUPAR,17,4
VALLEDUPAR,18,71
VALLEDUPAR,19,3
VALLEDUPAR,20,131
VALLEDUPAR,21,11
VALLEDUPAR,22,34
VALLEDUPAR,23,119
VALLEDUPAR,24,28
VALLEDUPAR,25,417
VALLEDUPAR,26,13
VALLEDUPAR,27,16
VALLEDUPAR,28,29
VALLEDUPAR,29,15
VALLEDUPAR,30,4
VALLEDUPAR,31,200
VALLEDUPAR,32,170
VALLEDUPAR,33,436
VALLEDUPAR,35,89
VALLEDUPAR,36,76
VALLEDUPAR,37,23
VALLEDUPAR,38,185
VALLEDUPAR,39,273
VALLEDUPAR,41,859
VALLEDUPAR,42,1245
VALLEDUPAR,43,1168
VALLEDUPAR,45,2110
VALLEDUPAR,46,2392
VALLEDUPAR,47,13270
VALLEDUPAR,49,923
VALLEDUPAR,50,4
VALLEDUPAR,51,7
VALLEDUPAR,52,206
VALLEDUPAR,53,369
VALLEDUPAR,55,557
VALLEDUPAR,56,4559
VALLEDUPAR,58,60
VALLEDUPAR,59,86
VALLEDUPAR,60,41
VALLEDUPAR,61,413
VALLEDUPAR,62,234
VALLEDUPAR,63,54
VALLEDUPAR,64,152
VALLEDUPAR,65,105
VALLEDUPAR,66,349
VALLEDUPAR,68,709
VALLEDUPAR,69,574
VALLEDUPAR,70,1455
VALLEDUPAR,71,666
VALLEDUPAR,72,35
VALLEDUPAR,73,581
VALLEDUPAR,74,162
VALLEDUPAR,75,44
VALLEDUPAR,77,346
VALLEDUPAR,78,86
VALLEDUPAR,79,165
VALLEDUPAR,80,159
VALLEDUPAR,81,233
VALLEDUPAR,82,493
VALLEDUPAR,84,133
VALLEDUPAR,85,349
VALLEDUPAR,86,1087
VALLEDUPAR,87,62
VALLEDUPAR,88,138
VALLEDUPAR,90,351
VALLEDUPAR,91,38
VALLEDUPAR,92,140
VALLEDUPAR,93,434
VALLEDUPAR,94,6244
VALLEDUPAR,95,321
VALLEDUPAR,96,1160
VALLEDUPAR,97,2
VALLEDUPAR,98,3
VALLEDUPAR,99,1850
VALLEDUPAR,na,21
VILLAVICENCIO,01,3554
VILLAVICENCIO,02,202
VILLAVICENCIO,03,165
VILLAVICENCIO,05,4
VILLAVICENCIO,06,4
VILLAVICENCIO,07,25
VILLAVICENCIO,08,162
VILLAVICENCIO,09,65
VILLAVICENCIO,10,2363
VILLAVICENCIO,11,193
VILLAVICENCIO,13,191
VILLAVICENCIO,14,843
VILLAVICENCIO,15,138
VILLAVICENCIO,16,317
VILLAVICENCIO,17,10
VILLAVICENCIO,18,183
VILLAVICENCIO,19,5
VILLAVICENCIO,20,222
VILLAVICENCIO,21,21
VILLAVICENCIO,22,70
VILLAVICENCIO,23,182
VILLAVICENCIO,24,75
VILLAVICENCIO,25,1074
VILLAVICENCIO,26,30
VILLAVICENCIO,27,41
VILLAVICENCIO,28,107
VILLAVICENCIO,29,80
VILLAVICENCIO,30,42
VILLAVICENCIO,31,339
VILLAVICENCIO,32,276
VILLAVICENCIO,33,1145
VILLAVICENCIO,35,175
VILLAVICENCIO,36,247
VILLAVICENCIO,37,35
VILLAVICENCIO,38,471
VILLAVICENCIO,39,86
VILLAVICENCIO,41,1175
VILLAVICENCIO,42,2934
VILLAVICENCIO,43,1792
VILLAVICENCIO,45,5101
VILLAVICENCIO,46,4981
VILLAVICENCIO,47,28820
VILLAVICENCIO,49,2890
VILLAVICENCIO,50,291
VILLAVICENCIO,51,132
VILLAVICENCIO,52,501
VILLAVICENCIO,53,540
VILLAVICENCIO,55,2437
VILLAVICENCIO,56,12778
VILLAVICENCIO,58,77
VILLAVICENCIO,59,93
VILLAVICENCIO,60,37
VILLAVICENCIO,61,813
VILLAVICENCIO,62,460
VILLAVICENCIO,63,194
VILLAVICENCIO,64,116
VILLAVICENCIO,65,221
VILLAVICENCIO,66,659
VILLAVICENCIO,68,1321
VILLAVICENCIO,69,866
VILLAVICENCIO,70,997
VILLAVICENCIO,71,1464
VILLAVICENCIO,72,99
VILLAVICENCIO,73,1169
VILLAVICENCIO,74,562
VILLAVICENCIO,75,342
VILLAVICENCIO,77,1046
VILLAVICENCIO,78,126
VILLAVICENCIO,79,849
VILLAVICENCIO,80,209
VILLAVICENCIO,81,482
VILLAVICENCIO,82,2242
VILLAVICENCIO,84,78
VILLAVICENCIO,85,1159
VILLAVICENCIO,86,1582
VILLAVICENCIO,87,81
VILLAVICENCIO,88,99
VILLAVICENCIO,90,518
VILLAVICENCIO,91,15
VILLAVICENCIO,92,515
VILLAVICENCIO,93,1255
VILLAVICENCIO,94,7870
VILLAVICENCIO,95,806
VILLAVICENCIO,96,3459
VILLAVICENCIO,97,14
VILLAVICENCIO,99,3166
VILLAVICENCIO,na,125
